Fr,Mo,Mo act,Rn,LE,H,Tir
0.0,0.0,0.04820427133432969,286.6110200996078,19.560117020948738,142.21600514450378,24.49992316113918
0.0,0.10000000149011612,0.13505731124990536,291.6273176496977,49.0188754945395,130.9925668639191,23.511268426261665
0.0,0.20000000298023224,0.2222947364783514,295.7230736504076,72.88320821077684,121.86816386632316,22.68982387695462
0.0,0.30000001192092896,0.30983716365801434,299.1634556647171,92.63972564844602,114.2968320253325,21.992319949988826
0.0,0.4000000059604645,0.3976052728800695,302.11206397127376,109.35532163006661,107.97600584049542,21.38570367965235
0.0,0.5,0.4855722545567446,304.63441431700295,123.5824839475976,102.56214374344431,20.861573483018276
0.0,0.6000000238418579,0.57370433954743,306.7642454972336,135.7791621715128,98.04016702436448,20.39570398689392
0.0,0.699999988079071,0.6619621446700774,308.70188477086526,146.50373489023076,93.97011020386306,19.98516864731164
0.0,0.800000011920929,0.7503226241713723,310.4517724452015,156.08000355052715,90.42721748943546,19.60987258724117
0.0,0.9000000357627869,0.8387806508520623,312.0215272387967,164.62078857043792,87.1457927971995,19.282254953686845
0.0,1.0,0.9273260799803049,313.35661180141614,172.0360755181551,84.4326129093021,18.977387135902916
10.000000149011612,0.0,0.04838422497091712,283.3736167693379,23.697978296282415,137.1498799688408,23.473384041306872
10.000000149011612,0.10000000149011612,0.13555275926064417,287.5961555688734,49.2621338592421,127.76504763712094,22.634449632080702
10.000000149011612,0.20000000298023224,0.22304487909248977,291.11501544789473,70.20009441883592,120.04551616387336,21.928423757406108
10.000000149011612,0.30000001192092896,0.31078117159912394,294.0765524651267,87.736117089598,113.60169629640454,21.32441798438782
10.000000149011612,0.4000000059604645,0.3987347871343861,296.5804847919269,102.49774082732878,108.29157162318015,20.791709947552874
10.000000149011612,0.5,0.4868512983993262,298.77861700997136,115.25605251213157,103.58402160603599,20.33575396013316
10.000000149011612,0.6000000238418579,0.5751039170317642,300.65711786470257,126.25723429326719,99.56813227552176,19.927192417805486
10.000000149011612,0.699999988079071,0.6634606999310977,302.3836604049611,136.0789544877522,96.00101667491235,19.561935410628507
10.000000149011612,0.800000011920929,0.7519173763431796,303.96934919727624,144.84301246181656,92.69342965840235,19.240831938214
10.000000149011612,0.9000000357627869,0.8404829948257643,305.23424619642134,152.27232511079148,90.16775322300995,18.937690857945995
10.000000149011612,1.0,0.9290923412418155,306.52190934687354,159.34456480991378,87.52813522324725,18.673398387594204
20.000000298023224,0.0,0.04855026040004589,280.67427520602956,27.758943058401293,132.84959130354082,22.52572248420961
20.000000298023224,0.10000000149011612,0.13601171898288109,284.192228458775,49.73094565859968,125.09172207438331,21.822941423497298
20.000000298023224,0.20000000298023224,0.22374656721242572,287.10115648278673,67.83111850420549,118.78975631300855,21.217315471608913
20.000000298023224,0.30000001192092896,0.3116866455520627,289.6278028604121,83.18164691226538,113.32119428925793,20.704861081273805
20.000000298023224,0.4000000059604645,0.3997949636119193,291.82807326974086,96.33680576672235,108.67876351205979,20.25492515325601
20.000000298023224,0.5,0.48805604434516525,293.6841052802182,107.59543019779699,104.78803124973263,19.853127690655015
20.000000298023224,0.6000000238418579,0.5764294653656843,295.35283196827356,117.53339628808774,101.20800230243057,19.506271618766334
20.000000298023224,0.699999988079071,0.664897294727781,296.8646459044132,126.35445615193836,98.05771683988016,19.191188951914455
20.000000298023224,0.800000011920929,0.7534572985744603,298.1421584551042,134.04577070707583,95.33730483207232,18.907039068241204
20.000000298023224,0.9000000357627869,0.842090837109557,299.3815723837089,141.06918944860575,92.9108780754985,18.643805856044082
20.000000298023224,1.0,0.9307835761519275,300.46245756805826,147.33903887543178,90.635831753285,18.413467744326567
30.000001192092896,0.0,0.048704262203145054,278.534517801188,31.751473953518328,129.2895815718023,21.652203011291817
30.000001192092896,0.10000000149011612,0.13644916247632652,281.37993226191037,50.310488988895514,123.13687014560742,21.064189368933967
30.000001192092896,0.20000000298023224,0.22440725057701652,283.8144144365862,65.91069072776043,117.78582427952074,20.574308183065966
30.000001192092896,0.30000001192092896,0.3125404052035407,285.90683730002115,79.135380120094,113.43606009568342,20.132509651854377
30.000001192092896,0.4000000059604645,0.4008132840009866,287.7407323472317,90.61861790971814,109.47944878638155,19.759325164581355
30.000001192092896,0.5,0.4892042370127345,289.3570813097846,100.64098085030662,106.01703816024326,19.4286380453579
30.000001192092896,0.6000000238418579,0.5777140817488021,290.6961766283959,109.19588945889234,103.22999130465358,19.119986556991762
30.000001192092896,0.699999988079071,0.6662904860738196,291.9839485789698,117.03457963512813,100.4998454586354,18.855121617049065
30.000001192092896,0.800000011920929,0.7549395741708359,293.1661387328239,124.06655419849226,98.1048135097453,18.608696652976278
30.000001192092896,0.9000000357627869,0.843652518739749,294.2204341713513,130.38173556429774,95.89750602262859,18.390342529580437
30.000001192092896,1.0,0.9324377198894497,295.0675092892105,135.79628186176132,94.19243974918828,18.179728434092
40.00000059604645,0.0,0.04884601498371251,276.89041352483645,35.67537638446701,126.58791778737358,20.858909096474292
40.00000059604645,0.10000000149011612,0.13684950570516471,279.17750086919216,51.151537104472894,121.72859447649962,20.380757967194654
40.00000059604645,0.20000000298023224,0.2250209246134596,281.1636701333762,64.36252835899842,117.40205382005082,19.98382206031033
40.00000059604645,0.30000001192092896,0.31333616718605706,282.85208865274365,75.63670556180739,113.82300997856028,19.624934698554284
40.00000059604645,0.4000000059604645,0.4017748643387322,284.3172335045261,85.40509637818423,110.66067106146957,19.314865538442803
40.00000059604645,0.5,0.4903004941985282,285.6903889404956,94.11259217784072,107.8279213547415,19.035491847572132
40.00000059604645,0.6000000238418579,0.5789065232343076,286.89831386312073,101.83454469046164,105.24853613591762,18.79091616502558
40.00000059604645,0.699999988079071,0.6676016269812244,287.9505755796491,108.58717100132188,103.10223414976583,18.56122221427762
40.00000059604645,0.800000011920929,0.7563426665763691,288.9314765936293,114.8025726852479,100.97146979368543,18.362301541005536
40.00000059604645,0.9000000357627869,0.8451626847890488,289.73004576346796,120.1320091252426,99.34552996824557,18.16796965227678
40.00000059604645,1.0,0.9340092142357647,290.5589860053606,125.21864074197674,97.65049326347452,17.997361504366154
50.0,0.0,0.04897595316892563,275.77787619126633,39.58472237037226,124.60973076816997,20.15213549398476
50.0,0.10000000149011612,0.13721660895063034,277.55261684538436,52.28613040820936,120.82251440851961,19.780732418111427
50.0,0.20000000298023224,0.22558694921662306,279.147124128499,63.26592759864397,117.41900131825146,19.46579922943249
50.0,0.30000001192092896,0.3140783824309239,280.4856790793779,72.69206484232754,114.56415488065116,19.182294389331787
50.0,0.4000000059604645,0.40266464149401326,281.68572196358025,80.95361133363352,112.08677684511623,18.92710214643182
