Fr,Mo,Mo act,Rn,LE,H,Tir
50.0,0.5,0.49131911844151355,282.78108979748356,88.40412595893645,109.68566969627315,18.709773822391185
50.0,0.6000000238418579,0.5800489849250849,283.7223710397309,94.92587286410844,107.70759723561638,18.503305760447915
50.0,0.699999988079071,0.6688440847658935,284.5928849462489,100.76149415667354,105.95934002111625,18.314425379573663
50.0,0.800000011920929,0.7576732666110124,285.40685277078114,106.17349057648005,104.1655442223659,18.153427113239104
50.0,0.9000000357627869,0.8465699622395715,286.10975903972394,110.91712939208631,102.72378896807501,17.998122633243725
50.0,1.0,0.9355036508435786,286.7744827969486,115.26935424326862,101.42346716195041,17.851669719632923
60.00000238418579,0.0,0.04909522890470362,275.22471885639146,43.477343140700924,123.39521870506323,19.526325815419796
60.00000238418579,0.10000000149011612,0.13756193893886465,276.5677644040479,53.605033127378775,120.56255325289416,19.247710408502257
60.00000238418579,0.20000000298023224,0.2261294619398062,277.7189127189,62.4230478415394,118.04246902259277,19.002519936008014
60.00000238418579,0.30000001192092896,0.3147839501431399,278.8050091551521,70.22582597451901,115.71079419871275,18.795068679580652
60.00000238418579,0.4000000059604645,0.40350663703529843,279.72660792037954,77.08968319363055,113.75724233772664,18.596483987051045
60.00000238418579,0.5,0.4923017281996769,280.55405010730556,83.16103595043342,112.03429190736873,18.419261740475577
60.00000238418579,0.6000000238418579,0.5811527716184588,281.3007724388551,88.60385757566993,110.4886280979339,18.258462412094673
60.00000238418579,0.699999988079071,0.6700354518472952,282.0226662466935,93.68756074665497,108.89004267531361,18.120789060741743
60.00000238418579,0.800000011920929,0.7589739043673323,282.6478788731633,98.16380794033739,107.60610453469864,17.984909631908977
60.00000238418579,0.9000000357627869,0.8479526027642814,283.2156812915073,102.22079714066922,106.45408815557334,17.86060283208758
60.00000238418579,1.0,0.9369498587597669,283.7213397725641,105.96205929581208,105.3440164502702,17.746440373807786
69.9999988079071,0.0,0.04920356233309902,275.1242180791674,47.35616443335764,123.01972649883734,18.99415890103836
69.9999988079071,0.10000000149011612,0.13787642668146846,276.0815496552616,55.17591562718768,120.98800481790195,18.79537450237757
69.9999988079071,0.20000000298023224,0.2266191294857723,276.9642902820071,62.17693910076366,118.99740825125642,18.628858840512578
69.9999988079071,0.30000001192092896,0.31543006461978,277.7411364829461,68.27891766955928,117.43150449726858,18.46596784463378
69.9999988079071,0.4000000059604645,0.4042989229331026,278.41301973870975,73.73440735818882,115.97463016935052,18.323481870609214
69.9999988079071,0.5,0.4932149576532208,279.0158205255733,78.63322129686085,114.65470603696066,18.19470265289317
69.9999988079071,0.6000000238418579,0.5821648020632297,279.58248428759043,83.0961374868694,113.47920609281923,18.071044797245804
69.9999988079071,0.699999988079071,0.6711574826055782,280.139244923836,87.24353837271966,112.23332278979152,17.97296825020885
69.9999988079071,0.800000011920929,0.7601753195787806,280.6037983234475,90.96127518004556,111.22105956519891,17.869756387970483
69.9999988079071,0.9000000357627869,0.8492304189421173,281.06063408983914,94.34249778446954,110.35303801769712,17.771925116595867
69.9999988079071,1.0,0.9383155816535821,281.45532488917326,97.44306524978327,109.51101524850834,17.685610156717814
80.0000011920929,0.0,0.04930040085364283,275.5534688011995,51.372514240067446,123.20626759434751,18.577840570711146
80.0000011920929,0.10000000149011612,0.13815979189893207,276.197346549537,57.12939355518007,121.86551580162505,18.444171166939554
80.0000011920929,0.20000000298023224,0.2270675911007943,276.7765122417371,62.30237363312378,120.63809594728173,18.321021037203366
80.0000011920929,0.30000001192092896,0.3160253409982425,277.28862089014274,66.9158644798892,119.52396017953438,18.213238941162956
80.0000011920929,0.4000000059604645,0.40502298468050846,277.76566619806897,71.0684402480512,118.54933693575383,18.113084767348766
80.0000011920929,0.5,0.4940566914625983,278.1894788273525,74.84503745678367,117.63113059854402,18.023195729485337
80.0000011920929,0.6000000238418579,0.5831195417129066,278.6221724734919,78.37779696965633,116.65840638014451,17.950040912581187
80.0000011920929,0.699999988079071,0.6722144500706972,278.93394334044854,81.43742177055026,116.0293580341874,17.865072917317264
80.0000011920929,0.800000011920929,0.7613290452347424,279.29055433035063,84.3410946921583,115.35801346944491,17.79014555010798
80.0000011920929,0.9000000357627869,0.850455010050948,279.63145474021985,87.16370978527245,114.49539625608521,17.735182621250544
80.0000011920929,1.0,0.9396136334291456,279.9160062409649,89.63750855251234,113.88864565797965,17.67374102838164
90.00000357627869,0.0,0.04938719551299961,276.473153383803,55.449593587878425,124.18768626306303,18.2606057688576
90.00000357627869,0.10000000149011612,0.1384168336780106,276.84581344542653,59.39196377198929,123.36728428120563,18.183416068893905
90.00000357627869,0.20000000298023224,0.2274809804760369,277.16895133398015,62.864111487412416,122.82306744489185,18.098823314789854
90.00000357627869,0.30000001192092896,0.31657594015289425,277.47837036655307,66.09120963890365,122.15304075091426,18.034383416657988
90.00000357627869,0.4000000059604645,0.4056978206161172,277.7613173716102,69.04155644604361,121.53063338617804,17.975266521586775
90.00000357627869,0.5,0.4948435770985621,278.0223214213052,71.74046806756623,120.96693076413135,17.920608949464793
90.00000357627869,0.6000000238418579,0.5840106220873554,278.2633961746351,74.22363554679237,120.44685244386395,17.869995363101566
90.00000357627869,0.699999988079071,0.6731966152156577,278.4863852385298,76.52313141499543,119.95749809411502,17.823047145050282
90.00000357627869,0.800000011920929,0.7623990972667607,278.7056370573988,78.63941843400194,119.53422747034492,17.777389384362152
90.00000357627869,0.9000000357627869,0.8516054536299087,278.90368045024667,80.64987124289289,119.09439692791852,17.733009009339185
90.00000357627869,1.0,0.9408369573729715,279.0851889438622,82.48860051957377,118.70489724028685,17.694548374172314
100.0,0.0,0.049465064270761964,277.7861356468301,59.487677128944334,126.24567986540765,18.03112892959723
100.0,0.10000000149011612,0.13864965387517778,277.9522630751549,61.801366724236416,125.88237789536369,17.997536532039135
100.0,0.20000000298023224,0.22785363484748136,278.1164648227202,63.918894888032085,125.56396091266443,17.96490184687093
100.0,0.30000001192092896,0.31707566025689515,278.25775256827853,65.87836042019944,125.25515186283353,17.936254222224534
100.0,0.4000000059604645,0.4063070268784947,278.39139939217597,67.72674871545978,124.94839924042459,17.906672280626367
100.0,0.5,0.4955577568387957,278.5134439475746,69.40750453977734,124.68204376869755,17.881863624110736
100.0,0.6000000238418579,0.5848212683063434,278.6262760149351,70.97889277174335,124.42339479452534,17.85887547636048
100.0,0.699999988079071,0.6740956924148344,278.7435138933582,72.42659133429473,124.213410781436,17.83548820765691
100.0,0.800000011920929,0.763381107878593,278.8430036992868,73.79008195638278,123.9969432220244,17.815201209096585
100.0,0.9000000357627869,0.8526760078606754,278.93633632145054,75.06764875834217,123.79401978947561,17.79615076031581
100.0,1.0,0.9419808527635426,279.04903881762533,76.36590484956027,123.42169155813542,17.791798863563656
